#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.0004	1	1	1	1	S1	92826	                  Xanthomonas campestris pv. incanae
0.0022	5	5	5	5	S	56458	                Xanthomonas sacchari
0.0017	4	4	4	4	S	29447	                Xanthomonas albilineans
0.0009	2	1	2	1	G1	2643310	                unclassified Xanthomonas
0.0004	1	1	1	1	S	2971236	                  Xanthomonas sp. CFBP 8445
0.0004	1	1	1	1	S	442694	                Xanthomonas perforans
0.0004	1	0	1	0	S	347	                Xanthomonas oryzae
0.0004	1	1	1	1	S1	129394	                  Xanthomonas oryzae pv. oryzicola
0.0891	204	0	204	0	G	490567	              Arenimonas
0.0891	204	204	204	204	S	370777	                Arenimonas daejeonensis
0.0616	141	0	141	0	G	83614	              Luteimonas
0.0314	72	72	72	72	S	1176533	                Luteimonas granuli
0.0301	69	69	69	69	S	2565782	                Luteimonas yindakuii
0.0131	30	0	30	0	G	2709666	              Pseudolysobacter
0.0131	30	30	30	30	S	2511995	                Pseudolysobacter antarcticus
0.0009	2	0	2	0	G	141948	              Thermomonas
0.0009	2	2	2	2	S	2202149	                Thermomonas aquatica
0.0004	1	0	1	0	G	2370	              Xylella
0.0004	1	1	1	1	S	2371	                Xylella fastidiosa
0.7687	1760	2	1760	2	F	1775411	            Rhodanobacteraceae
0.4123	944	26	944	26	G	75309	              Rhodanobacter
0.2005	459	459	459	459	S	416169	                Rhodanobacter thiooxydans
0.1053	241	3	241	3	G1	2621553	                unclassified Rhodanobacter
0.0777	178	178	178	178	S	2778082	                  Rhodanobacter sp. FDAARGOS 1247
0.0262	60	60	60	60	S	3031330	                  Rhodanobacter sp. AS-Z3
0.0843	193	193	193	193	S	666685	                Rhodanobacter denitrificans
0.0109	25	25	25	25	S	582702	                Rhodanobacter glycinis
0.3442	788	0	788	0	G	70411	              Frateuria
0.2411	552	0	552	0	S	81475	                Frateuria aurantia
0.2411	552	552	552	552	S1	767434	                  Frateuria aurantia DSM 6220
0.1031	236	236	236	236	S	2898793	                Frateuria edaphi
0.0066	15	0	15	0	G	231454	              Dyella
0.0026	6	0	6	0	S	231455	                Dyella japonica
0.0026	6	6	6	6	S1	1217721	                  Dyella japonica A8
0.0022	5	0	5	0	G1	2634549	                unclassified Dyella
0.0017	4	4	4	4	S	2994496	                  Dyella sp. GSA-30
0.0004	1	1	1	1	S	2501295	                  Dyella sp. M7H15-1
0.0009	2	2	2	2	S	2763498	                Dyella telluris
0.0009	2	2	2	2	S	445710	                Dyella thiooxydans
0.0048	11	0	11	0	G	242605	              Luteibacter
0.0039	9	9	9	9	S	2911538	                Luteibacter aegosomaticola
0.0004	1	1	1	1	S	2780091	                Luteibacter flocculans
0.0004	1	0	1	0	S	242606	                Luteibacter rhizovicinus
0.0004	1	1	1	1	S1	1440763	                  Luteibacter rhizovicinus DSM 16549
3.8004	8701	0	8701	0	O	2887326	          Moraxellales
3.8004	8701	0	8701	0	F	468	            Moraxellaceae
3.7702	8632	125	8632	125	G	469	              Acinetobacter
0.6936	1588	1588	1588	1588	S	280145	                Acinetobacter colistiniresistens
0.5796	1327	1327	1327	1327	S	756892	                Acinetobacter indicus
0.5634	1290	201	1290	201	G1	196816	                unclassified Acinetobacter
0.2066	473	473	473	473	S	2950074	                  Acinetobacter sp. C32I
0.0533	122	122	122	122	S	1608473	                  Acinetobacter sp. NCu2D-2
0.0297	68	68	68	68	S	1646498	                  Acinetobacter sp. TTH0-4
0.0227	52	52	52	52	S	3120518	                  Acinetobacter sp. KS-LM10
0.0210	48	48	48	48	S	2609668	                  Acinetobacter sp. C16S1
0.0153	35	35	35	35	S	2930198	                  Acinetobacter sp. PK01
0.0144	33	33	33	33	S	2908637	                  Acinetobacter sp. SCLZS86
0.0131	30	30	30	30	S	2953738	                  Acinetobacter sp. Z1
0.0131	30	30	30	30	S	2929515	                  Acinetobacter sp. YH12068_T
0.0127	29	29	29	29	S	1758189	                  Acinetobacter sp. ACNIH2
0.0083	19	19	19	19	S	1827285	                  Acinetobacter sp. MYb10
0.0079	18	18	18	18	S	1407071	                  Acinetobacter sp. TGL-Y2
0.0074	17	17	17	17	S	2798861	                  Acinetobacter sp. CS-2
0.0070	16	16	16	16	S	2004647	                  Acinetobacter sp. WCHAc010052
0.0057	13	13	13	13	S	2714110	                  Acinetobacter sp. Marseille-Q1620
0.0044	10	10	10	10	S	2983215	                  Acinetobacter sp. ESL0695
0.0044	10	10	10	10	S	1808001	                  Acinetobacter sp. LoGeW2-3
0.0044	10	10	10	10	S	2004646	                  Acinetobacter sp. WCHA55
0.0035	8	8	8	8	S	3035288	                  Acinetobacter sp. ANC 7201
0.0031	7	7	7	7	S	3003392	                  Acinetobacter sp. TR3
0.0031	7	7	7	7	S	2905879	                  Acinetobacter sp. SH20PTE14
0.0026	6	6	6	6	S	2563897	                  Acinetobacter sp. 10FS3-1
0.0026	6	6	6	6	S	3003393	                  Acinetobacter sp. TR11
0.0026	6	6	6	6	S	2004644	                  Acinetobacter sp. WCHA45
0.0022	5	5	5	5	S	3045147	                  Acinetobacter sp. KCTC 92772
0.0009	2	2	2	2	S	2913495	                  Acinetobacter sp. AHP123
0.0009	2	2	2	2	S	2929514	                  Acinetobacter sp. YH16056_T
0.0009	2	2	2	2	S	3020716	                  Acinetobacter sp. GSS19
0.0009	2	2	2	2	S	2853158	                  Acinetobacter sp. F9
0.0009	2	2	2	2	S	2601122	                  Acinetobacter sp. YH12138
0.0004	1	1	1	1	S	1879049	                  Acinetobacter sp. WCHAc010034
0.5416	1240	1240	1240	1240	S	2004650	                Acinetobacter chinensis
0.4232	969	969	969	969	S	1871111	                Acinetobacter defluvii
0.2293	525	525	525	525	S	2006115	                Acinetobacter piscicola
0.1459	334	334	334	334	S	1776741	                Acinetobacter proteolyticus
0.1254	287	92	287	92	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
0.0494	113	113	113	113	S	48296	                  Acinetobacter pittii
0.0314	72	71	72	71	S	470	                  Acinetobacter baumannii
0.0004	1	1	1	1	S1	1401639	                    Acinetobacter baumannii NCGM 237
0.0031	7	7	7	7	S	471	                  Acinetobacter calcoaceticus
0.0009	2	2	2	2	S	1530123	                  Acinetobacter seifertii
0.0004	1	1	1	1	S	106654	                  Acinetobacter nosocomialis
0.1074	246	246	246	246	S	1879050	                Acinetobacter wuhouensis
0.1013	232	232	232	232	S	2715164	                Acinetobacter shaoyimingii
0.0978	224	0	224	0	S	52133	                Acinetobacter venetianus
0.0978	224	224	224	224	S1	1197884	                  Acinetobacter venetianus VE-C3
0.0205	47	47	47	47	S	28090	                Acinetobacter lwoffii
0.0170	39	38	39	38	S	40214	                Acinetobacter johnsonii
0.0004	1	1	1	1	S1	1242245	                  Acinetobacter johnsonii XBB1
0.0157	36	36	36	36	S	1324350	                Acinetobacter equi
0.0135	31	31	31	31	S	70348	                Acinetobacter dispersus
0.0100	23	23	23	23	S	2662362	                Acinetobacter wanghuae
0.0079	18	18	18	18	S	1776742	                Acinetobacter vivianii
0.0079	18	18	18	18	S	108981	                Acinetobacter schindleri
0.0052	12	12	12	12	S	487316	                Acinetobacter soli
0.0031	7	7	7	7	S	2136182	                Acinetobacter cumulans
0.0022	5	5	5	5	S	202951	                Acinetobacter bouvetii
0.0009	2	2	2	2	S	40215	                Acinetobacter junii
0.0009	2	2	2	2	S	29430	                Acinetobacter haemolyticus
0.0004	1	1	1	1	S	70346	                Acinetobacter variabilis
0.0004	1	1	1	1	S	106648	                Acinetobacter bereziniae
0.0004	1	1	1	1	S	40216	                Acinetobacter radioresistens
0.0004	1	1	1	1	S	202952	                Acinetobacter gerneri
0.0004	1	1	1	1	S	2943497	                Acinetobacter tibetensis
0.0297	68	0	68	0	G	2824158	              Aquirhabdus
0.0297	68	68	68	68	S	2283318	                Aquirhabdus parva
0.0004	1	0	1	0	G	475	              Moraxella
0.0004	1	0	1	0	G1	2685852	                unclassified Moraxella
0.0004	1	1	1	1	S	2953752	                  Moraxella sp. FZFQ2102
1.0596	2426	0	2426	0	O	135624	          Aeromonadales
1.0596	2426	0	2426	0	F	84642	            Aeromonadaceae
0.8369	1916	0	1916	0	G	43947	              Tolumonas
0.8369	1916	74	1916	74	S	43948	                Tolumonas auensis
0.8045	1842	1842	1842	1842	S1	595494	                  Tolumonas auensis DSM 9187
0.2228	510	3	510	3	G	642	              Aeromonas
0.1192	273	273	273	273	S	651	                Aeromonas media
0.0629	144	144	144	144	S	948519	                Aeromonas rivipollensis
0.0179	41	41	41	41	S	73010	                Aeromonas encheleia
0.0153	35	35	35	35	S	648	                Aeromonas caviae
0.0039	9	0	9	0	G1	257493	                unclassified Aeromonas
0.0035	8	8	8	8	S	2778052	                  Aeromonas sp. FDAARGOS 1403
0.0004	1	1	1	1	S	2033032	                  Aeromonas sp. CA23
0.0017	4	4	4	4	S	654	                Aeromonas veronii
0.0004	1	1	1	1	S	29489	                Aeromonas enteropelogenes
0.8067	1847	0	1847	0	O	1706369	          Cellvibrionales
0.8032	1839	0	1839	0	F	1706372	            Halieaceae
0.8028	1838	0	1838	0	G	2847769	              Aequoribacter
0.8028	1838	1838	1838	1838	S	2518989	                Aequoribacter fuscus
0.0004	1	0	1	0	G	393661	              Congregibacter
0.0004	1	0	1	0	S	393662	                Congregibacter litoralis
0.0004	1	1	1	1	S1	314285	                  Congregibacter litoralis KT71
0.0026	6	0	6	0	F	1706373	            Microbulbiferaceae
0.0026	6	0	6	0	G	48073	              Microbulbifer
0.0026	6	6	6	6	S	252514	                Microbulbifer thermotolerans
0.0009	2	0	2	0	F	1706371	            Cellvibrionaceae
0.0004	1	0	1	0	G	447467	              Simiduia
0.0004	1	0	1	0	S	447471	                Simiduia agarivorans
0.0004	1	1	1	1	S1	1117647	                  Simiduia agarivorans SA1 = DSM 21679
0.0004	1	0	1	0	G	10	              Cellvibrio
0.0004	1	0	1	0	G1	2624793	                unclassified Cellvibrio
0.0004	1	1	1	1	S	1945512	                  Cellvibrio sp. PSBB023
0.7486	1714	0	1714	0	O	135625	          Pasteurellales
0.7486	1714	3	1714	3	F	712	            Pasteurellaceae
0.4691	1074	0	1074	0	G	476528	              Bibersteinia
0.4691	1074	249	1074	249	S	47735	                Bibersteinia trehalosi
0.3241	742	742	742	742	S1	1263832	                  Bibersteinia trehalosi USDA-ARS-USMARC-190
0.0231	53	53	53	53	S1	1263829	                  Bibersteinia trehalosi USDA-ARS-USMARC-188
0.0131	30	30	30	30	S1	1263831	                  Bibersteinia trehalosi USDA-ARS-USMARC-189
0.2350	538	0	538	0	G	2094023	              Glaesserella
0.2350	538	436	538	436	S	738	                Glaesserella parasuis
0.0441	101	101	101	101	S1	456298	                  Glaesserella parasuis 29755
0.0004	1	1	1	1	S1	557723	                  Glaesserella parasuis SH0165
0.0301	69	0	69	0	G	75984	              Mannheimia
0.0301	69	62	69	62	S	85404	                Mannheimia varigena
0.0013	3	3	3	3	S1	1434215	                  Mannheimia varigena USDA-ARS-USMARC-1388
0.0013	3	3	3	3	S1	1434214	                  Mannheimia varigena USDA-ARS-USMARC-1312
0.0004	1	1	1	1	S1	1433287	                  Mannheimia varigena USDA-ARS-USMARC-1296
0.0114	26	0	26	0	G	214906	              Histophilus
0.0114	26	26	26	26	S	731	                Histophilus somni
0.0013	3	0	3	0	G	724	              Haemophilus
0.0013	3	3	3	3	S	730	                [Haemophilus] ducreyi
0.0004	1	0	1	0	G	155493	              Gallibacterium
0.0004	1	1	1	1	S	505341	                Gallibacterium salpingitidis
0.6547	1499	0	1499	0	O	1934945	          Immundisolibacterales
0.6547	1499	0	1499	0	F	1934946	            Immundisolibacteraceae
0.6547	1499	0	1499	0	G	1934947	              Immundisolibacter
0.6547	1499	1499	1499	1499	S	1810504	                Immundisolibacter cernigliae
0.4385	1004	0	1004	0	O	135618	          Methylococcales
0.4385	1004	0	1004	0	F	403	            Methylococcaceae
0.4285	981	1	981	1	G	416	              Methylomonas
0.4267	977	977	977	977	S	1538553	                Methylomonas denitrificans
0.0013	3	0	3	0	G1	2608980	                unclassified Methylomonas
0.0009	2	2	2	2	S	1727196	                  Methylomonas sp. DH-1
0.0004	1	1	1	1	S	3040943	                  Methylomonas sp. UP202
0.0092	21	0	21	0	G	762296	              Methylovulum
0.0092	21	21	21	21	S	1704499	                Methylovulum psychrotolerans
0.0004	1	0	1	0	G	73778	              Methylocaldum
0.0004	1	1	1	1	S	1432792	                Methylocaldum marinum
0.0004	1	0	1	0	G	413	              Methylococcus
0.0004	1	0	1	0	G1	2618889	                unclassified Methylococcus
0.0004	1	1	1	1	S	2860258	                  Methylococcus sp. Mc7
0.4363	999	0	999	0	O	72273	          Thiotrichales
0.4359	998	0	998	0	F	135617	            Thiotrichaceae
0.4359	998	0	998	0	G	1030	              Thiothrix
0.4350	996	996	996	996	S	2891210	                Thiothrix litoralis
0.0004	1	1	1	1	S	2735563	                Thiothrix subterranea
0.0004	1	1	1	1	S	111770	                Thiothrix fructosivorans
0.0004	1	0	1	0	F	34064	            Francisellaceae
0.0004	1	0	1	0	G	262	              Francisella
0.0004	1	1	1	1	S	263	                Francisella tularensis
0.4307	986	0	986	0	O	1692040	          Acidiferrobacterales
0.4307	986	0	986	0	F	1692041	            Acidiferrobacteraceae
0.4307	986	0	986	0	G	1744881	              Sulfuricaulis
0.4307	986	986	986	986	S	1620215	                Sulfuricaulis limicola
0.4206	963	0	963	0	O	135623	          Vibrionales
0.4206	963	0	963	0	F	641	            Vibrionaceae
0.4162	953	3	953	3	G	662	              Vibrio
0.4106	940	940	940	940	S	2479546	                Vibrio zhugei
0.0026	6	6	6	6	S	29495	                Vibrio navarrensis
0.0013	3	3	3	3	S	1891186	                Vibrio aphrogenes
0.0004	1	1	1	1	S	1824638	                Vibrio japonicus
0.0039	9	0	9	0	G	657	              Photobacterium
0.0035	8	8	8	8	S	659	                Photobacterium phosphoreum
0.0004	1	0	1	0	S	553611	                Photobacterium leiognathi
0.0004	1	1	1	1	S1	48408	                  Photobacterium leiognathi subsp. mandapamensis
0.0004	1	0	1	0	G	2042066	              Paraphotobacterium
0.0004	1	1	1	1	S	1755811	                Paraphotobacterium marinum
0.3778	865	0	865	0	O	135619	          Oceanospirillales
0.2105	482	0	482	0	F	28256	            Halomonadaceae
0.1861	426	0	426	0	G	2745	              Halomonas
0.0821	188	188	188	188	S	2778948	                Halomonas bluephagenesis
0.0668	153	0	153	0	G1	2609666	                unclassified Halomonas
0.0660	151	151	151	151	S	2883106	                  Halomonas sp. NyZ770
0.0004	1	1	1	1	S	2855441	                  Halomonas sp. 18071143
0.0004	1	1	1	1	S	2749040	                  Halomonas sp. SH5A2
0.0371	85	85	85	85	S	507626	                Halomonas chromatireducens
0.0214	49	48	49	48	G	404432	              Salinicola
0.0004	1	0	1	0	G1	2634022	                unclassified Salinicola
0.0004	1	1	1	1	S	3050071	                  Salinicola sp. JS01
0.0022	5	0	5	0	G	3137761	              Billgrantia
0.0022	5	5	5	5	S	2497861	                Billgrantia tianxiuensis
0.0004	1	0	1	0	G	3137766	              Vreelandella
0.0004	1	1	1	1	S	29571	                Vreelandella subglaciescola
0.0004	1	0	1	0	G	376488	              Halotalea
0.0004	1	1	1	1	S	376489	                Halotalea alkalilenta
0.1389	318	0	318	0	F	224372	            Alcanivoracaceae
0.1385	317	0	317	0	G	3020833	              Isoalcanivorax
0.1385	317	0	317	0	S	1306787	                Isoalcanivorax pacificus
0.1385	317	317	317	317	S1	391936	                  Isoalcanivorax pacificus W11-5
0.0004	1	1	1	1	G	59753	              Alcanivorax
0.0280	64	0	64	0	F	135620	            Oceanospirillaceae
0.0188	43	0	43	0	G	2893036	              Venatoribacter
0.0188	43	43	43	43	S	2661630	                Venatoribacter cucullus
0.0087	20	0	20	0	G	48075	              Marinobacterium
0.0061	14	14	14	14	S	1821621	                Marinobacterium aestuarii
0.0026	6	6	6	6	S	420402	                Marinobacterium rhizophilum
0.0004	1	0	1	0	G	267849	              Nitrincola
0.0004	1	1	1	1	S	2614693	                Nitrincola iocasae
0.0004	1	0	1	0	F	224379	            Hahellaceae
0.0004	1	0	1	0	G	158481	              Hahella
0.0004	1	0	1	0	G1	2624107	                unclassified Hahella
0.0004	1	1	1	1	S	1628392	                  Hahella sp. KA22
0.2206	505	0	505	0	O	118969	          Legionellales
0.2201	504	0	504	0	F	444	            Legionellaceae
0.2201	504	0	504	0	G	445	              Legionella
0.2201	504	504	504	504	S	96232	                Legionella lytica
0.0004	1	0	1	0	F	118968	            Coxiellaceae
0.0004	1	0	1	0	G	59195	              Rickettsiella
0.0004	1	0	1	0	G1	2637345	                unclassified Rickettsiella
0.0004	1	1	1	1	S	2856608	                  Rickettsiella endosymbiont of Dermanyssus gallinae
0.1066	244	0	244	0	O	135613	          Chromatiales
0.0904	207	0	207	0	F	72276	            Ectothiorhodospiraceae
0.0590	135	0	135	0	G	1765964	              Acidihalobacter
0.0590	135	135	135	135	S	2792603	                Acidihalobacter aeolianus
0.0310	71	0	71	0	G	106633	              Thioalkalivibrio
0.0310	71	0	71	0	S	186931	                Thioalkalivibrio nitratireducens
0.0310	71	71	71	71	S1	1255043	                  Thioalkalivibrio nitratireducens DSM 14787
0.0004	1	0	1	0	G	133193	              Alkalilimnicola
0.0004	1	0	1	0	S	351052	                Alkalilimnicola ehrlichii
0.0004	1	1	1	1	S1	187272	                  Alkalilimnicola ehrlichii MLHE-1
0.0135	31	0	31	0	F	1046	            Chromatiaceae
0.0087	20	0	20	0	G	2828366	              Caldichromatium
0.0087	20	20	20	20	S	2699430	                Caldichromatium japonicum
0.0044	10	0	10	0	G	85073	              Thermochromatium
0.0044	10	0	10	0	S	1050	                Thermochromatium tepidum
0.0044	10	10	10	10	S1	316276	                  Thermochromatium tepidum ATCC 43061
0.0004	1	0	1	0	G	1227	              Nitrosococcus
0.0004	1	0	1	0	S	473531	                Nitrosococcus watsonii
0.0004	1	1	1	1	S1	105559	                  Nitrosococcus watsonii C-113
0.0017	4	0	4	0	F	1676141	            Wenzhouxiangellaceae
