Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Acidovorax temperans	1	80878	80878	6631	2.885990	2.886060	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
Homo sapiens	1	9606	9606	5831	2.537810	2.537870	cellular organisms;Chordata;Mammalia;Primates;Hominidae;Homo
Uruburuella suis	1	252130	252130	5133	2.234020	2.234070	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Uruburuella
Stenotrophomonas sp.	13	1904944	1904944;2775920;3456954;3465763;3051123;3068324;3447194;2871174;3465270;3465271;3395906;3162571;3384161	4610	2.006398	2.006439	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas
Streptococcus parasuis	1	1501662	1501662	4608	2.005530	2.005570	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Pseudooceanicola algae	1	1537215	1537215	3889	1.692600	1.692640	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pseudooceanicola
Jeotgalibaca porci	1	1868793	1868793	3837	1.669970	1.670000	cellular organisms;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca
Hartmannibacter diazotrophicus	1	1482074	1482074	3622	1.576390	1.576430	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Hartmannibacter
Ligilactobacillus murinus	1	1622	1622	3577	1.556810	1.556840	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Comamonas aquatica	1	225991	225991	2930	1.275220	1.275240	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
Pseudazoarcus pumilus	1	2067960	2067960	2695	1.172940	1.172960	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Pseudazoarcus
Caproicibacter fermentans	1	2576756	2576756	2645	1.151180	1.151200	cellular organisms;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproicibacter
Mycolicibacterium psychrotolerans	1	216929	216929	2636	1.147260	1.147280	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Isoptericola dokdonensis	1	372663	372663	2559	1.113750	1.113770	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Isoptericola
Chlorobaculum tepidum	1	1097	1097	2282	0.993189	0.993210	cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum
Achromobacter kerstersii	1	1353890	1353890	2139	0.930951	0.930971	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Thiomonas intermedia	1	926	926	1972	0.858268	0.858287	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;;Thiomonas
Pseudomonas sp.	96	3019968	3019968;2730847;3464708;3096605;2057789;2926673;3235108;3399679;3682859;2870860;2983246;3682583;2866808;2067572;3235111;3112105;2921518;3241600;3048607;3388490;2738843;3682575;1602529;1856685;3392115;2895490;2706126;3464709;1294143;2954084;3701357;2972478;3388491;2705472;1827300;1573711;3414496;3384787;2726989;3028807;2895495;2604941;658630;2870750;260561;3701356;2219057;3451558;3020843;658644;2937879;3074146;2841064;3715112;3120822;410021;3402865;3681998;3097255;3464712;2895474;3078264;2871095;2954086;2954094;2954099;3094846;1506334;3465252;3465258;1259581;2774459;3465262;3465265;2991051;3381355;1357074;2479392;1259590;3477504;3086079;3697038;3043445;3682587;2811422;3016341;3681522;658642;2675224;3074147;147212;3474436;2986947;484423;2817413;3682582	1944	0.846082	0.846100	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Tolumonas auensis	1	43948	43948	1924	0.837377	0.837396	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas
Eshraghiella crossota	1	45851	45851	1914	0.833025	0.833043	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Eshraghiella
Aminobacter niigataensis	1	83265	83265	1905	0.829108	0.829126	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter
Erwinia billingiae	1	182337	182337	1905	0.829108	0.829126	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia
Aequoribacter fuscus	1	2518989	2518989	1852	0.806041	0.806058	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Aequoribacter
Microvirga ossetica	1	1882682	1882682	1788	0.778186	0.778203	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga
Epidermidibacterium keratini	1	1891644	1891644	1755	0.763824	0.763841	cellular organisms;Actinomycetota;Actinomycetes;Sporichthyales;Sporichthyaceae;Epidermidibacterium
Nitrobacter winogradskyi	1	913	913	1711	0.744674	0.744690	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter
Paracoccus alcaliphilus	1	34002	34002	1690	0.735534	0.735550	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Cloacibacterium caeni	1	2004710	2004710	1643	0.715078	0.715094	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium
Comamonas odontotermitis	1	379895	379895	1600	0.696364	0.696379	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
Immundisolibacter cernigliae	1	1810504	1810504	1507	0.655888	0.655902	cellular organisms;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;Immundisolibacter
Serratia entomophila	1	42906	42906	1489	0.648053	0.648068	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Acinetobacter colistiniresistens	1	280145	280145	1422	0.618893	0.618907	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Variovorax paradoxus	1	34073	34073	1395	0.607142	0.607155	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
Blautia argi	1	1912897	1912897	1389	0.604531	0.604544	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
Acinetobacter baumannii	1	470	470	1374	0.598002	0.598015	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Mesorhizobium opportunistum	1	593909	593909	1350	0.587557	0.587570	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Acinetobacter indicus	1	756892	756892	1334	0.580593	0.580606	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Sphingomonas radiodurans	1	2890321	2890321	1325	0.576676	0.576689	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Nocardioides daphniae	1	402297	402297	1306	0.568407	0.568419	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Sphingobacterium lactis	1	797291	797291	1261	0.548822	0.548834	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Kluyvera intermedia	1	61648	61648	1230	0.535330	0.535341	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera
Chryseobacterium oryzae	1	2929799	2929799	1227	0.534024	0.534036	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Carnobacterium viridans	1	174587	174587	1174	0.510957	0.510968	cellular organisms;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
Flaviflexus salsibiostraticola	1	1282737	1282737	1167	0.507910	0.507921	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Flaviflexus
Phytopseudomonas seleniipraecipitans	1	640205	640205	1115	0.485278	0.485289	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Phytopseudomonas
Bibersteinia trehalosi	1	47735	47735	1081	0.470481	0.470491	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Bibersteinia
Ottowia oryzae	1	2109914	2109914	1071	0.466128	0.466139	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia
Brochothrix thermosphacta	1	2756	2756	1053	0.458294	0.458304	cellular organisms;Bacillota;Bacilli;Caryophanales;Listeriaceae;Brochothrix
Dysosmobacter sp.	1	3465159	3465159	1050	0.456989	0.456999	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter
Pseudomonas yamanorum	1	515393	515393	1034	0.450025	0.450035	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Uruburuella testudinis	1	1282863	1282863	1026	0.446543	0.446553	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Uruburuella
Microlunatus phosphovorus	1	29405	29405	1023	0.445238	0.445247	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus
Achromobacter spanius	1	217203	217203	1017	0.442626	0.442636	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Phytobacter ursingii	1	1972431	1972431	999	0.434792	0.434802	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Phytobacter
Thiothrix litoralis	1	2891210	2891210	999	0.434792	0.434802	cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
Sulfuricaulis limicola	1	1620215	1620215	992	0.431745	0.431755	cellular organisms;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis
Paenirhizobium daejeonense	1	240521	240521	982	0.427393	0.427403	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Paenirhizobium
Methylomonas denitrificans	1	1538553	1538553	981	0.426958	0.426967	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
Wielerella bovis	1	2917790	2917790	981	0.426958	0.426967	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Wielerella
Leclercia pneumoniae	1	2815358	2815358	952	0.414336	0.414345	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
Vibrio zhugei	1	2479546	2479546	946	0.411725	0.411734	cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
Shinella zoogloeoides	1	352475	352475	943	0.410419	0.410428	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella
Sphingomonas taxi	1	1549858	1549858	941	0.409549	0.409558	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Xylophilus rhododendri	1	2697032	2697032	941	0.409549	0.409558	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;;Xylophilus
Aureimonas populi	1	1701758	1701758	920	0.400409	0.400418	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas
Acinetobacter defluvii	1	1871111	1871111	906	0.394316	0.394325	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Flavobacterium indicum	1	312277	312277	898	0.390834	0.390843	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Chromobacterium rhizoryzae	1	1778675	1778675	879	0.382565	0.382573	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium
Janibacter limosus	1	53458	53458	851	0.370378	0.370386	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Arcobacter acticola	1	1849015	1849015	834	0.362980	0.362987	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter
Mycolicibacterium sarraceniae	1	1534348	1534348	822	0.357757	0.357765	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Corynebacterium terpenotabidum	1	89154	89154	804	0.349923	0.349930	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Acetobacter orientalis	1	146474	146474	794	0.345570	0.345578	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
Orrella marina	1	2163011	2163011	790	0.343830	0.343837	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella
Agromyces protaetiae	1	2509455	2509455	779	0.339042	0.339049	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
Acinetobacter piscicola	1	2006115	2006115	776	0.337736	0.337744	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Neotabrizicola shimadae	1	2807096	2807096	768	0.334255	0.334262	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Neotabrizicola
Poseidonibacter parvus	1	1850254	1850254	752	0.327291	0.327298	cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Poseidonibacter
Martelella mediterranea	1	293089	293089	745	0.324244	0.324251	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella
Sideroxyarcus emersonii	1	2764705	2764705	738	0.321198	0.321205	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxyarcus
Pseudochrobactrum algeriensis	1	2834768	2834768	733	0.319022	0.319029	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Pseudochrobactrum
Protaetiibacter larvae	1	2592654	2592654	728	0.316845	0.316852	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Protaetiibacter
Rothia mucilaginosa	1	43675	43675	723	0.314669	0.314676	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia
Blastochloris viridis	1	1079	1079	721	0.313799	0.313806	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris
Aquabacterium olei	1	1296669	1296669	719	0.312928	0.312935	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;;Aquabacterium
Ancylobacter pratisalsi	1	1745854	1745854	717	0.312058	0.312065	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Ancylobacter
Frigidibacter mobilis	1	1335048	1335048	705	0.306835	0.306842	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Frigidibacter
Nocardioides pantholopis	1	2483798	2483798	703	0.305965	0.305971	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Pseudodesulfovibrio profundus	1	57320	57320	698	0.303789	0.303795	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
Chryseobacterium shandongense	1	1493872	1493872	687	0.299001	0.299008	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Pseudoxanthomonas spadix	1	415229	415229	679	0.295519	0.295526	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Xylanimonas allomyrinae	1	2509459	2509459	676	0.294214	0.294220	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Xylanimonas
Mycolicibacterium madagascariense	1	212765	212765	675	0.293778	0.293785	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Saccharothrix syringae	1	103733	103733	670	0.291602	0.291609	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
Pandoraea faecigallinarum	1	656179	656179	661	0.287685	0.287692	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
Gordonia pseudamarae	1	2831662	2831662	649	0.282463	0.282469	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Achromobacter seleniivolatilans	1	3047478	3047478	647	0.281592	0.281598	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Devosia ginsengisoli	1	400770	400770	641	0.278981	0.278987	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Novilysobacter luteus	1	2822368	2822368	638	0.277675	0.277681	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Novilysobacter
Duodenibacillus massiliensis	1	1852381	1852381	636	0.276805	0.276811	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus
Microbacterium sp.	20	3157631	3157631;1906274;3026081;3416654;3025663;3049072;2937866;1714373;3466787;3445777;3093864;3160749;3142976;3234200;3416697;3711421;2048898;3465835;3049070;3049069	622	0.270711	0.270717	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Methylobacterium oryzae	1	334852	334852	618	0.268970	0.268976	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Sphingomonas aerolata	1	185951	185951	613	0.266794	0.266800	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Aquisphaera giovannonii	1	406548	406548	604	0.262877	0.262883	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Aquisphaera
Cellulomonas gilvus	1	11	11	603	0.262442	0.262448	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas
Kaistella daneshvariae	1	2487074	2487074	598	0.260266	0.260272	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
Candidatus Brevifilum	1	1986204	1986204	592	0.257655	0.257660	cellular organisms;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Candidatus Brevifilum
Slackia heliotrinireducens	1	84110	84110	588	0.255914	0.255919	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia
Limosilactobacillus mucosae	1	97478	97478	587	0.255478	0.255484	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
Nitrobacter sp.	2	3398703	3398703;3126612	578	0.251561	0.251567	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter
Citrobacter werkmanii	1	67827	67827	576	0.250691	0.250696	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Acinetobacter sp.	9	2950074	2950074;3379131;2983215;472;1407071;3156489;3683593;3120518;1608473	574	0.249820	0.249826	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
