Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Flavobacterium faecale	1	1355330	1355330	2221	0.070178	0.070315	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Catenulispora acidiphila	1	304895	304895	2177	0.068788	0.068921	cellular organisms;Actinomycetota;Actinomycetes;Catenulisporales;Catenulisporaceae;Catenulispora
Pseudonocardia petroleophila	1	37331	37331	2158	0.068187	0.068320	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
Nocardioides marinisabuli	1	419476	419476	2155	0.068093	0.068225	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Kaistella faecalis	1	2852098	2852098	2142	0.067682	0.067813	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
Bibersteinia trehalosi	1	47735	47735	2068	0.065343	0.065471	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Bibersteinia
Pantoea cypripedii	1	55209	55209	1968	0.062184	0.062305	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
Azorhizobium caulinodans	1	7	7	1965	0.062089	0.062210	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Azorhizobium
Shinella oryzae	1	2871820	2871820	1886	0.059593	0.059709	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella
Agromyces soli	1	659012	659012	1859	0.058740	0.058854	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces
Pseudomonas salmasensis	1	2745514	2745514	1828	0.057760	0.057873	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Qipengyuania sediminis	1	1532023	1532023	1809	0.057160	0.057271	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania
Flavobacterium channae	1	2897181	2897181	1773	0.056022	0.056131	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Lysobacter arenosi	1	2795387	2795387	1753	0.055390	0.055498	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Gordonia phthalatica	1	1136941	1136941	1752	0.055359	0.055467	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Venatoribacter cucullus	1	2661630	2661630	1678	0.053020	0.053124	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Venatoribacter
Sphingomonas taxi	1	1549858	1549858	1644	0.051946	0.052047	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Saccharothrix espanaensis	1	103731	103731	1643	0.051915	0.052016	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
Mannheimia varigena	1	85404	85404	1590	0.050240	0.050338	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia
Fusobacterium pseudoperiodonticum	1	2663009	2663009	1540	0.048660	0.048755	cellular organisms;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
Geoalkalibacter subterraneus	1	483547	483547	1525	0.048186	0.048280	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geoalkalibacteraceae;Geoalkalibacter
Leptothrix cholodnii	1	34029	34029	1516	0.047902	0.047995	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Leptothrix
Novosphingobium ginsenosidimutans	1	1176536	1176536	1447	0.045721	0.045810	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Pseudomonas tructae	1	2518644	2518644	1437	0.045406	0.045494	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudobdellovibrio exovorus	1	453816	453816	1431	0.045216	0.045304	cellular organisms;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Pseudobdellovibrio
Mycolicibacterium boenickei	1	146017	146017	1426	0.045058	0.045146	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Solibaculum mannosilyticum	1	2780922	2780922	1409	0.044521	0.044608	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Solibaculum
Sphingomonas nostoxanthinifaciens	1	2872652	2872652	1407	0.044458	0.044544	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Caballeronia insecticola	1	758793	758793	1404	0.044363	0.044449	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia
Luteimonas granuli	1	1176533	1176533	1371	0.043320	0.043404	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas
Pseudomonas fakonensis	1	2842355	2842355	1371	0.043320	0.043404	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Pseudopedobacter saltans	1	151895	151895	1357	0.042878	0.042961	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pseudopedobacter
Microbacterium lemovicicum	1	1072463	1072463	1345	0.042499	0.042581	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Sulfurimicrobium lacus	1	2715678	2715678	1345	0.042499	0.042581	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurimicrobium
Polynucleobacter necessarius	1	576610	576610	1333	0.042119	0.042201	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
Thauera humireducens	1	1134435	1134435	1321	0.041740	0.041821	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera
Eshraghiella crossota	1	45851	45851	1306	0.041266	0.041347	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Eshraghiella
Pseudomonas wadenswilerensis	1	1785161	1785161	1303	0.041171	0.041252	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Phytopseudomonas seleniipraecipitans	1	640205	640205	1240	0.039181	0.039257	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Phytopseudomonas
Pseudomonas allokribbensis	1	2774460	2774460	1190	0.037601	0.037674	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Phreatobacter cathodiphilus	1	1868589	1868589	1173	0.037064	0.037136	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter
Dialister hominis	1	2582419	2582419	1098	0.034694	0.034762	cellular organisms;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister
Neotabrizicola shimadae	1	2807096	2807096	1090	0.034441	0.034508	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Neotabrizicola
Sphingomonas glaciei	1	2938948	2938948	1068	0.033746	0.033812	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingomonas aliaeris	1	2759526	2759526	1052	0.033240	0.033305	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Pseudocitrobacter corydidari	1	2891570	2891570	1048	0.033114	0.033179	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter
Nocardioides panacisoli	1	627624	627624	1026	0.032419	0.032482	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Chryseobacterium camelliae	1	1265445	1265445	1020	0.032229	0.032292	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Pseudomonas sp.	41	3019968	3019968;3096605;2870860;2706126;2937880;2057789;2866808;3399679;2726989;2705472;2730847;3043445;3020843;3133144;3028807;2748080;2895474;2895495;2320270;3141539;2954086;3137451;3465255;3465266;2991051;2883205;2944234;3451558;3367525;3035289;2678261;2937879;2653853;3074146;2813842;2587597;1856685;1283291;3392115;3115647;2874628	992	0.031345	0.031406	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Leisingera methylohalidivorans	1	133924	133924	989	0.031250	0.031311	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera
Paludibacterium paludis	1	1225769	1225769	982	0.031029	0.031089	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Paludibacterium
Aquitalea aquatilis	1	1537400	1537400	955	0.030176	0.030234	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea
Pseudomonas viciae	1	2505979	2505979	935	0.029544	0.029601	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Kaustia mangrovi	1	2593653	2593653	912	0.028817	0.028873	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Kaustia
Erwinia pyrifoliae	1	79967	79967	908	0.028691	0.028746	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia
Massilia violaceinigra	1	2045208	2045208	904	0.028564	0.028620	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Geobacter benzoatilyticus	1	2815309	2815309	884	0.027932	0.027987	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter
Intestinimonas butyriciproducens	1	1297617	1297617	884	0.027932	0.027987	cellular organisms;Bacillota;Clostridia;Eubacteriales;;Intestinimonas
Chryseobacterium oryzae	1	2929799	2929799	871	0.027521	0.027575	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Chryseobacterium salivictor	1	2547600	2547600	865	0.027332	0.027385	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Pseudomonas zeae	1	2745510	2745510	855	0.027016	0.027068	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Brevundimonas subvibrioides	1	74313	74313	833	0.026321	0.026372	cellular organisms;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Caldichromatium japonicum	1	2699430	2699430	832	0.026289	0.026340	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Caldichromatium
Gudongella oleilytica	1	1582259	1582259	824	0.026036	0.026087	cellular organisms;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Gudongella
Rugosibacter aromaticivorans	1	1565605	1565605	800	0.025278	0.025327	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Rugosibacter
Sphingomonas panacis	1	1560345	1560345	797	0.025183	0.025232	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Caldimonas brevitalea	1	413882	413882	742	0.023445	0.023491	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas
Chitinolyticbacter meiyuanensis	1	682798	682798	691	0.021834	0.021876	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Chitinolyticbacter
Pandoraea faecigallinarum	1	656179	656179	684	0.021613	0.021655	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
Wujia chipingensis	1	2763670	2763670	684	0.021613	0.021655	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Wujia
Solilutibacter oculi	1	2698682	2698682	675	0.021328	0.021370	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Solilutibacter
Pseudomonas rhizosphaerae	1	216142	216142	611	0.019306	0.019344	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Streptococcus parasuis	1	1501662	1501662	607	0.019180	0.019217	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Methylophilus sp.	2	1662285	1662285;3095607	577	0.018232	0.018267	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus
Alistipes communis	1	2585118	2585118	561	0.017726	0.017761	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Parvibaculum lavamentivorans	1	256618	256618	557	0.017600	0.017634	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum
Paraurantiacibacter namhicola	1	645517	645517	552	0.017442	0.017476	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Paraurantiacibacter
Phaeobacter inhibens	1	221822	221822	547	0.017284	0.017317	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter
Musicola paradisiaca	1	69223	69223	534	0.016873	0.016906	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Musicola
Limosilactobacillus mucosae	1	97478	97478	532	0.016810	0.016843	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
Treponema peruense	1	2787628	2787628	526	0.016620	0.016653	cellular organisms;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema
Asticcacaulis excentricus	1	78587	78587	506	0.015988	0.016019	cellular organisms;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
Wielerella bovis	1	2917790	2917790	504	0.015925	0.015956	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Wielerella
Janibacter alittae	1	3115209	3115209	497	0.015704	0.015734	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Geomonas paludis	1	2740185	2740185	496	0.015672	0.015703	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geomonas
Duodenibacillus massiliensis	1	1852381	1852381	490	0.015483	0.015513	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus
Pseudoxanthomonas spadix	1	415229	415229	486	0.015356	0.015386	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Comamonas aquatica	1	225991	225991	484	0.015293	0.015323	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
Caproicibacter fermentans	1	2576756	2576756	483	0.015262	0.015291	cellular organisms;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproicibacter
Ruminococcus bicirculans	1	1160721	1160721	483	0.015262	0.015291	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus
Aminobacter niigataensis	1	83265	83265	464	0.014661	0.014690	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter
Acidovorax temperans	1	80878	80878	456	0.014408	0.014436	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
Pirellulimonas nuda	1	2528009	2528009	452	0.014282	0.014310	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pirellulimonas
Methylomonas denitrificans	1	1538553	1538553	444	0.014029	0.014057	cellular organisms;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
Thermaerobacter marianensis	1	73919	73919	428	0.013524	0.013550	cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter
Tessaracoccus flavus	1	1610493	1610493	420	0.013271	0.013297	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Mycolicibacterium madagascariense	1	212765	212765	394	0.012449	0.012474	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Paracoccus alcaliphilus	1	34002	34002	383	0.012102	0.012125	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Actinomyces weissii	1	675090	675090	382	0.012070	0.012094	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Methylobacterium nodulans	1	114616	114616	380	0.012007	0.012030	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Thermochromatium tepidum	1	1050	1050	368	0.011628	0.011650	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thermochromatium
Methylotenera mobilis	1	359408	359408	367	0.011596	0.011619	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera
Methylobacterium oryzae	1	334852	334852	360	0.011375	0.011397	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium
Elioraea tepida	1	2843330	2843330	359	0.011343	0.011366	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Elioraeaceae;Elioraea
Mycolicibacterium helvum	1	1534349	1534349	352	0.011122	0.011144	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Phnomibacter ginsenosidimutans	1	2676868	2676868	341	0.010775	0.010796	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Phnomibacter
Pseudoduganella armeniaca	1	2072590	2072590	316	0.009985	0.010004	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella
Martelella mediterranea	1	293089	293089	313	0.009890	0.009909	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella
Pseudomonas sediminis	1	1691904	1691904	313	0.009890	0.009909	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Kineococcus radiotolerans	1	131568	131568	308	0.009732	0.009751	cellular organisms;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineococcus
Acetobacter orientalis	1	146474	146474	301	0.009511	0.009529	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
Ligilactobacillus ruminis	1	1623	1623	292	0.009226	0.009244	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Methylovirgula ligni	1	569860	569860	282	0.008910	0.008928	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula
Azospirillum thiophilum	1	528244	528244	279	0.008816	0.008833	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
Xylanimonas allomyrinae	1	2509459	2509459	279	0.008816	0.008833	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Xylanimonas
Streptococcus sanguinis	1	1305	1305	273	0.008626	0.008643	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Acinetobacter colistiniresistens	1	280145	280145	269	0.008500	0.008516	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Chania multitudinisentens	1	1639108	1639108	268	0.008468	0.008485	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Chania
Xanthomonas hydrangeae	1	2775159	2775159	267	0.008437	0.008453	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
Acinetobacter defluvii	1	1871111	1871111	265	0.008373	0.008390	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Pengzhenrongella sicca	1	2819238	2819238	265	0.008373	0.008390	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;;Pengzhenrongella
