source	rank	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	family	UBA9214	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214
Bacteria/Archaea	family	Anaerolineaceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
Bacteria/Archaea	family	UBA6960	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960
Bacteria/Archaea	family	S36-B12	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12
Bacteria/Archaea	family	Egibacteraceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Egibacteraceae
Bacteria/Archaea	family	Tichowtungiaceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae
Bacteria/Archaea	family	Solirubrobacteraceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae
Bacteria/Archaea	family	SG8-39	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39
Bacteria/Archaea	family	UBA10799	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799
Bacteria/Archaea	family	Demequinaceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Demequinaceae
Bacteria/Archaea	family	Alteromonadaceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae
Bacteria/Archaea	family	HKI-0501	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__HKI-0501
Bacteria/Archaea	family	CAG-272	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272
Bacteria/Archaea	family	Coriobacteriaceae	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae
Bacteria/Archaea	genus	Jeotgalibaca	8.651794e-02	0.08651794374393793	1338000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Jeotgalibaca
Bacteria/Archaea	genus	Pseudomonas_E	7.513741e-02	0.07513740704817336	1162000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E
Bacteria/Archaea	genus	Chlorobaculum	3.343033e-02	0.0334303265438086	517000	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum
Bacteria/Archaea	genus	Microbacterium	2.651148e-02	0.026511477529906242	410000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium
Bacteria/Archaea	genus	Mycobacterium	2.418364e-02	0.02418364047849984	374000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium
Bacteria/Archaea	genus	Sphingomonas	2.308438e-02	0.023084384093113485	357000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
Bacteria/Archaea	genus	Sphingobacterium	2.017459e-02	0.02017458777885548	312000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
Bacteria/Archaea	genus	Pseudazoarcus	1.881668e-02	0.018816682832201746	291000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Pseudazoarcus
Bacteria/Archaea	genus	Nocardioides	1.875202e-02	0.018752020691884908	290000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
Bacteria/Archaea	genus	Rhodanobacter	1.842871e-02	0.01842870999030068	285000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter
Bacteria/Archaea	genus	Acinetobacter	1.681216e-02	0.016812156482379572	260000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
Bacteria/Archaea	genus	Allorhizobium	1.590689e-02	0.015906886517943745	246000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium
Bacteria/Archaea	genus	Cupriavidus	1.480763e-02	0.014807630132557387	229000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus
Bacteria/Archaea	genus	Stenotrophomonas	1.474297e-02	0.014742967992240544	228000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas
Bacteria/Archaea	genus	Isoptericola	1.370837e-02	0.013708373747171031	212000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Isoptericola
Bacteria/Archaea	genus	Serratia	1.338506e-02	0.01338506304558681	207000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia
Bacteria/Archaea	genus	Pseudooceanicola	1.312641e-02	0.013126414484319431	203000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola
Bacteria/Archaea	genus	Aquabacterium	1.293243e-02	0.012932428063368898	200000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium
Bacteria/Archaea	genus	Legionella	1.131587e-02	0.011315874555447785	175000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
Bacteria/Archaea	genus	Paraoerskovia	1.092790e-02	0.010927901713546719	169000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Paraoerskovia
Bacteria/Archaea	genus	Achromobacter	1.047527e-02	0.010475266731328807	162000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter
Bacteria/Archaea	genus	Oscillibacter	9.634659e-03	0.009634658907209829	149000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter
Bacteria/Archaea	genus	Paludibacterium	9.505335e-03	0.009505334626576139	147000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium
Bacteria/Archaea	genus	Chryseobacterium	8.923375e-03	0.008923375363724539	138000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium
Bacteria/Archaea	genus	Vibrio	8.600065e-03	0.008600064662140318	133000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio
Bacteria/Archaea	genus	Brochothrix	8.406078e-03	0.008406078241189783	130000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Brochothrix
Bacteria/Archaea	genus	Hartmannibacter	7.824119e-03	0.007824118978338183	121000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Hartmannibacter
Bacteria/Archaea	genus	Neotabrizicola	7.630133e-03	0.0076301325573876495	118000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Neotabrizicola
Bacteria/Archaea	genus	Tolumonas	7.630133e-03	0.0076301325573876495	118000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas
Bacteria/Archaea	genus	Streptococcus	7.242160e-03	0.007242159715486582	112000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
Bacteria/Archaea	genus	Geomonas	7.112835e-03	0.007112835434852894	110000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas
Bacteria/Archaea	genus	Deinococcus	7.048173e-03	0.00704817329453605	109000	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
Bacteria/Archaea	genus	Pseudoxanthomonas_A	6.789525e-03	0.006789524733268671	105000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A
Bacteria/Archaea	genus	Neisseria	6.466214e-03	0.006466214031684449	100000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria
Bacteria/Archaea	genus	Ligilactobacillus	6.336890e-03	0.006336889751050759	98000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus
Bacteria/Archaea	genus	Ralstonia	6.142903e-03	0.006142903330100227	95000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia
Bacteria/Archaea	genus	Citrobacter	6.142903e-03	0.006142903330100226	95000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter
Bacteria/Archaea	genus	Pandoraea	5.948917e-03	0.0059489169091496924	92000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea
Bacteria/Archaea	genus	Bibersteinia	5.884255e-03	0.005884254768832848	91000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Bibersteinia
Bacteria/Archaea	genus	Brachybacterium	5.819593e-03	0.005819592628516004	90000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium
Bacteria/Archaea	genus	Erwinia	5.625606e-03	0.005625606207565471	87000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia
Bacteria/Archaea	genus	Bifidobacterium	5.366958e-03	0.005366957646298091	83000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium
Bacteria/Archaea	genus	Chania	5.237633e-03	0.0052376333656644035	81000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chania
Bacteria/Archaea	genus	Methylotenera_A	5.172971e-03	0.005172971225347559	80000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera_A
Bacteria/Archaea	genus	Limosilactobacillus	4.914323e-03	0.004914322664080181	76000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus
Bacteria/Archaea	genus	Aeromonas	4.849661e-03	0.004849660523763335	75000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas
Bacteria/Archaea	genus	Agromyces	4.720336e-03	0.004720336243129647	73000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces
Bacteria/Archaea	genus	Epidermidibacterium	4.655674e-03	0.004655674102812803	72000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Antricoccaceae;g__Epidermidibacterium
Bacteria/Archaea	genus	Xanthomonas	4.655674e-03	0.004655674102812803	72000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas
Bacteria/Archaea	genus	Sphingopyxis	4.526350e-03	0.0045263498221791145	70000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis
Bacteria/Archaea	genus	Cryobacterium	4.332363e-03	0.00433236340122858	67000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium
Bacteria/Archaea	genus	Klebsiella	4.332363e-03	0.00433236340122858	67000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella
Bacteria/Archaea	genus	Leifsonia	4.138377e-03	0.004138376980278047	64000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia
Bacteria/Archaea	genus	Cloacibacterium	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium
Bacteria/Archaea	genus	Kaistella	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella
Bacteria/Archaea	genus	Flavobacterium	4.009053e-03	0.004009052699644358	62000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
Bacteria/Archaea	genus	Alistipes	3.879728e-03	0.0038797284190106693	60000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes
Bacteria/Archaea	genus	Ancylobacter	3.815066e-03	0.0038150662786938247	59000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter
Bacteria/Archaea	genus	Burkholderia	3.750404e-03	0.00375040413837698	58000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia
Bacteria/Archaea	genus	Roseinatronobacter	3.621080e-03	0.0036210798577432915	56000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter
Bacteria/Archaea	genus	Bacteroides	3.621080e-03	0.0036210798577432915	56000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
Bacteria/Archaea	genus	Acidihalobacter	3.491756e-03	0.0034917555771096023	54000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae;g__Acidihalobacter
Bacteria/Archaea	genus	Vreelandella	3.362431e-03	0.003362431296475913	52000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella
Bacteria/Archaea	genus	Duodenibacillus	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus
Bacteria/Archaea	genus	Immundisolibacter	3.297769e-03	0.003297769156159069	51000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter
Bacteria/Archaea	genus	Blautia_A	3.233107e-03	0.0032331070158422245	50000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A
Bacteria/Archaea	genus	Rhodovastum	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum
Bacteria/Archaea	genus	Jiangella	3.103783e-03	0.0031037827352085354	48000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Jiangella
Bacteria/Archaea	genus	Variovorax	3.039121e-03	0.0030391205948916912	47000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax
Bacteria/Archaea	genus	Butyrivibrio_A	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A
Bacteria/Archaea	genus	Chitinimonas	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinimonas
Bacteria/Archaea	genus	Methylobacterium	2.909796e-03	0.002909796314258002	45000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium
Bacteria/Archaea	genus	Methylocapsa	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa
Bacteria/Archaea	genus	Fuscovulum	2.845134e-03	0.0028451341739411575	44000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fuscovulum
Bacteria/Archaea	genus	Hominimerdicola	2.780472e-03	0.002780472033624313	43000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola
Bacteria/Archaea	genus	Janibacter	2.651148e-03	0.0026511477529906242	41000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter
Bacteria/Archaea	genus	Methylomonas	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas
Bacteria/Archaea	genus	Nitrobacter	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Nitrobacter
Bacteria/Archaea	genus	Huintestinicola	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola
Bacteria/Archaea	genus	Aliiroseovarius	2.586486e-03	0.0025864856126737797	40000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius
Bacteria/Archaea	genus	Sulfuricella	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella
Bacteria/Archaea	genus	Aliarcobacter	2.521823e-03	0.002521823472356935	39000	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter
Bacteria/Archaea	genus	Martelella	2.457161e-03	0.0024571613320400905	38000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella
Bacteria/Archaea	genus	Rhodobacter	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
Bacteria/Archaea	genus	Bradyrhizobium	2.392499e-03	0.002392499191723246	37000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium
Bacteria/Archaea	genus	Runella	2.327837e-03	0.0023278370514064014	36000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Runella
Bacteria/Archaea	genus	Flaviflexus	2.263175e-03	0.0022631749110895573	35000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus
Bacteria/Archaea	genus	Simonsiella	2.198513e-03	0.0021985127707727127	34000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Simonsiella
Bacteria/Archaea	genus	Xylanimonas	2.198513e-03	0.0021985127707727127	34000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Xylanimonas
Bacteria/Archaea	genus	Actinosynnema	2.133851e-03	0.002133850630455868	33000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema
Bacteria/Archaea	genus	Xanthobacter	2.069188e-03	0.0020691884901390236	32000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter
Bacteria/Archaea	genus	Pectobacterium	1.875202e-03	0.0018752020691884903	29000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium
Bacteria/Archaea	genus	Phocaeicola	1.810540e-03	0.0018105399288716457	28000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola
Bacteria/Archaea	genus	Rhodococcus_F	1.681216e-03	0.0016812156482379566	26000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F
Bacteria/Archaea	genus	Paracoccus	1.616554e-03	0.0016165535079211125	25000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus
Bacteria/Archaea	genus	Mesorhizobium	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium
Bacteria/Archaea	genus	Corynebacterium	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium
Bacteria/Archaea	genus	Comamonas	1.551891e-03	0.001551891367604268	24000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas
Bacteria/Archaea	genus	Blautia	1.551891e-03	0.0015518913676042677	24000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia
Bacteria/Archaea	genus	Stutzerimonas	1.487229e-03	0.0014872292272874235	23000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas
Bacteria/Archaea	genus	Xylophilus	1.357905e-03	0.0013579049466537342	21000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xylophilus
